Road_Name,Road_Type,Segment_Index,Start_Lat,Start_Lon,End_Lat,End_Lon,Length_Meters,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Road_Surface
Jaffna Road,trunk,67,8.440613,80.504771,8.441316,80.506007,156.77,9121.65,2,50,asphalt
D. S. Senanayake Mawatha,primary,1,8.318018,80.397618,8.319236,80.396275,200.0,100.03,2,50,asphalt
D. S. Senanayake Mawatha,primary,2,8.319236,80.396275,8.320447,80.394927,200.0,111.48,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,1,8.332066,80.409519,8.330468,80.408669,200.0,291.1,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,2,8.330468,80.408669,8.328981,80.407782,191.3,95.58,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.363345,80.37585,8.364188,80.377378,200.0,645.27,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,2,8.364188,80.377378,8.365569,80.378547,200.0,836.42,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,3,8.365569,80.378547,8.366967,80.3797,200.0,1001.11,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,4,8.366967,80.3797,8.367603,80.38109,200.0,839.21,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,5,8.367603,80.38109,8.366597,80.382434,200.0,707.86,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,6,8.366597,80.382434,8.3672,80.384088,200.0,548.4,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,7,8.3672,80.384088,8.368348,80.385463,200.0,359.6,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,8,8.368348,80.385463,8.368611,80.387255,200.0,168.16,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,9,8.368611,80.387255,8.368852,80.387841,69.8,34.94,2,50,asphalt
Unknown,secondary,1,8.359467,80.372064,8.360405,80.370532,200.0,98.62,2,50,asphalt
Unknown,secondary,2,8.360405,80.370532,8.361222,80.368912,200.0,297.83,2,50,asphalt
Unknown,secondary,3,8.361222,80.368912,8.362095,80.367322,200.0,497.54,2,50,asphalt
Unknown,secondary,4,8.362095,80.367322,8.362942,80.365718,200.0,697.44,2,50,asphalt
Unknown,secondary,5,8.362942,80.365718,8.363826,80.364133,200.0,897.43,2,50,asphalt
Unknown,secondary,6,8.363826,80.364133,8.364694,80.36254,200.0,1097.42,2,50,asphalt
Unknown,secondary,7,8.364694,80.36254,8.365565,80.360948,200.0,1297.42,2,50,asphalt
Unknown,secondary,8,8.365565,80.360948,8.366443,80.359359,200.0,1497.42,2,50,asphalt
Unknown,secondary,9,8.366443,80.359359,8.367241,80.357733,200.0,1697.34,2,50,asphalt
Unknown,secondary,10,8.367241,80.357733,8.368172,80.356181,200.0,1896.46,2,50,asphalt
Unknown,secondary,11,8.368172,80.356181,8.369023,80.354578,200.0,2096.22,2,50,asphalt
Unknown,secondary,12,8.369023,80.354578,8.36987,80.352973,200.0,2296.19,2,50,asphalt
Unknown,secondary,13,8.36987,80.352973,8.370721,80.35137,200.0,2496.18,2,50,asphalt
Unknown,secondary,14,8.370721,80.35137,8.371565,80.349763,200.0,2696.17,2,50,asphalt
Unknown,secondary,15,8.371565,80.349763,8.372405,80.348154,200.0,2896.14,2,50,asphalt
Unknown,secondary,16,8.372405,80.348154,8.373246,80.346546,200.0,3096.12,2,50,asphalt
Unknown,secondary,17,8.373246,80.346546,8.3741,80.344945,200.0,3296.11,2,50,asphalt
Unknown,secondary,18,8.3741,80.344945,8.374955,80.343344,200.0,3496.11,2,50,asphalt
Unknown,secondary,19,8.374955,80.343344,8.375807,80.341741,200.0,3696.1,2,50,asphalt
Unknown,secondary,20,8.375807,80.341741,8.376665,80.340142,200.0,3830.4,2,50,asphalt
Unknown,secondary,21,8.376665,80.340142,8.377523,80.338543,200.0,3630.86,2,50,asphalt
Unknown,secondary,22,8.377523,80.338543,8.378374,80.33694,200.0,3431.5,2,50,asphalt
Unknown,secondary,23,8.378374,80.33694,8.379224,80.335337,200.0,3232.23,2,50,asphalt
Unknown,secondary,24,8.379224,80.335337,8.380075,80.333734,200.0,3033.06,2,50,asphalt
Unknown,secondary,25,8.380075,80.333734,8.380928,80.332132,200.0,2833.99,2,50,asphalt
Unknown,secondary,26,8.380928,80.332132,8.38178,80.33053,200.0,2635.05,2,50,asphalt
Unknown,secondary,27,8.38178,80.33053,8.382628,80.328925,200.0,2436.3,2,50,asphalt
Unknown,secondary,28,8.382628,80.328925,8.383469,80.327317,200.0,2237.91,2,50,asphalt
Unknown,secondary,29,8.383469,80.327317,8.384309,80.325708,200.0,2039.87,2,50,asphalt
Unknown,secondary,30,8.384309,80.325708,8.385156,80.324103,200.0,1842.24,2,50,asphalt
Unknown,secondary,31,8.385156,80.324103,8.386009,80.322501,200.0,1644.96,2,50,asphalt
Unknown,secondary,32,8.386009,80.322501,8.386863,80.3209,200.0,1448.38,2,50,asphalt
Unknown,secondary,33,8.386863,80.3209,8.387716,80.319298,200.0,1252.89,2,50,asphalt
Unknown,secondary,34,8.387716,80.319298,8.388569,80.317696,200.0,1059.08,2,50,asphalt
Unknown,secondary,35,8.388569,80.317696,8.389429,80.316098,200.0,868.04,2,50,asphalt
Unknown,secondary,36,8.389429,80.316098,8.390553,80.314748,200.0,680.08,2,50,asphalt
Unknown,secondary,37,8.390553,80.314748,8.392186,80.313967,200.0,486.69,2,50,asphalt
Unknown,secondary,38,8.392186,80.313967,8.39357,80.312817,200.0,291.88,2,50,asphalt
Unknown,secondary,39,8.39357,80.312817,8.394763,80.311545,192.35,96.17,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,1,8.244644,80.354882,8.246443,80.354856,200.0,8797.06,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,2,8.246443,80.354856,8.248237,80.354661,200.0,8616.38,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,3,8.248237,80.354661,8.249903,80.355307,200.0,8427.67,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,4,8.249903,80.355307,8.251493,80.356173,200.0,8229.91,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,5,8.251493,80.356173,8.253095,80.357015,200.0,8031.85,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,6,8.253095,80.357015,8.254698,80.357858,200.0,7833.76,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,7,8.254698,80.357858,8.256301,80.3587,200.0,7635.76,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,8,8.256301,80.3587,8.257903,80.359542,200.0,7437.88,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,9,8.257903,80.359542,8.259455,80.360465,200.0,7240.51,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,10,8.259455,80.360465,8.260905,80.361551,200.0,7048.66,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,11,8.260905,80.361551,8.262327,80.362674,200.0,6859.53,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,12,8.262327,80.362674,8.263733,80.363816,200.0,6673.09,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,13,8.263733,80.363816,8.265415,80.364404,200.0,6482.87,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,14,8.265415,80.364404,8.267162,80.364874,200.0,6283.5,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,15,8.267162,80.364874,8.268921,80.365299,200.0,6083.77,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,16,8.268921,80.365299,8.27068,80.365724,200.0,5884.16,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,17,8.27068,80.365724,8.272442,80.366134,200.0,5684.65,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,18,8.272442,80.366134,8.274205,80.366541,200.0,5485.23,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,19,8.274205,80.366541,8.27598,80.366889,200.0,5286.23,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,20,8.27598,80.366889,8.277769,80.367137,200.0,5088.3,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,21,8.277769,80.367137,8.279534,80.367535,200.0,4890.99,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,22,8.279534,80.367535,8.281294,80.367951,200.0,4691.88,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,23,8.281294,80.367951,8.283042,80.368421,200.0,4492.52,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,24,8.283042,80.368421,8.284804,80.368833,200.0,4293.3,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,25,8.284804,80.368833,8.286545,80.369321,200.0,4094.11,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,26,8.286545,80.369321,8.288239,80.369942,200.0,3894.58,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,27,8.288239,80.369942,8.289865,80.370681,200.0,3695.75,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,28,8.289865,80.370681,8.291386,80.371662,200.0,3501.91,2,50,asphalt
Anuradhapura - Padeniya Road,trunk,29,8.291386,80.371662,8.292176,80.372144,102.21,3354.87,2,50,asphalt
Unknown,tertiary,1,8.244993,80.327508,8.245027,80.325699,200.0,9753.46,2,50,asphalt
Unknown,tertiary,2,8.245027,80.325699,8.24546,80.323936,200.0,9801.56,2,50,asphalt
Unknown,tertiary,3,8.24546,80.323936,8.246237,80.322363,200.0,9826.97,2,50,asphalt
Unknown,tertiary,4,8.246237,80.322363,8.247759,80.321381,200.0,9757.53,2,50,asphalt
Unknown,tertiary,5,8.247759,80.321381,8.249283,80.320403,200.0,9653.15,2,50,asphalt
Unknown,tertiary,6,8.249283,80.320403,8.25048,80.319092,200.0,9565.09,2,50,asphalt
Unknown,tertiary,7,8.25048,80.319092,8.251353,80.317501,200.0,9549.73,2,50,asphalt
Unknown,tertiary,8,8.251353,80.317501,8.252211,80.315903,200.0,9551.78,2,50,asphalt
Unknown,tertiary,9,8.252211,80.315903,8.2531,80.314321,200.0,9557.09,2,50,asphalt
Unknown,tertiary,10,8.2531,80.314321,8.254033,80.312767,200.0,9563.4,2,50,asphalt
Unknown,tertiary,11,8.254033,80.312767,8.255167,80.311395,200.0,9561.96,2,50,asphalt
Unknown,tertiary,12,8.255167,80.311395,8.256929,80.311088,200.0,9476.67,2,50,asphalt
Unknown,tertiary,13,8.256929,80.311088,8.258735,80.310977,200.0,9322.23,2,50,asphalt
Unknown,tertiary,14,8.258735,80.310977,8.26054,80.310864,200.0,9166.98,2,50,asphalt
Unknown,tertiary,15,8.26054,80.310864,8.262034,80.310059,200.0,9033.02,2,50,asphalt
Unknown,tertiary,16,8.262034,80.310059,8.262647,80.308368,200.0,9034.19,2,50,asphalt
Unknown,tertiary,17,8.262647,80.308368,8.262986,80.306585,200.0,9119.5,2,50,asphalt
Unknown,tertiary,18,8.262986,80.306585,8.263389,80.304814,200.0,9212.86,2,50,asphalt
Unknown,tertiary,19,8.263389,80.304814,8.263792,80.303044,200.0,9306.6,2,50,asphalt
Unknown,tertiary,20,8.263792,80.303044,8.264545,80.301402,200.0,9388.47,2,50,asphalt
Unknown,tertiary,21,8.264545,80.301402,8.265558,80.299902,200.0,9434.21,2,50,asphalt
Unknown,tertiary,22,8.265558,80.299902,8.266916,80.298708,200.0,9443.79,2,50,asphalt
Unknown,tertiary,23,8.266916,80.298708,8.268248,80.297479,200.0,9431.47,2,50,asphalt
Unknown,tertiary,24,8.268248,80.297479,8.269478,80.296152,200.0,9438.95,2,50,asphalt
Unknown,tertiary,25,8.269478,80.296152,8.270706,80.294819,200.0,9454.59,2,50,asphalt
Unknown,tertiary,26,8.270706,80.294819,8.271972,80.293523,200.0,9474.17,2,50,asphalt
Unknown,tertiary,27,8.271972,80.293523,8.273177,80.292169,200.0,9498.06,2,50,asphalt
Unknown,tertiary,28,8.273177,80.292169,8.274313,80.290757,200.0,9536.03,2,50,asphalt
Unknown,tertiary,29,8.274313,80.290757,8.275431,80.289329,200.0,9585.75,2,50,asphalt
Unknown,tertiary,30,8.275431,80.289329,8.276569,80.287917,200.0,9638.88,2,50,asphalt
Unknown,tertiary,31,8.276569,80.287917,8.277734,80.286529,200.0,9690.21,2,50,asphalt
Unknown,tertiary,32,8.277734,80.286529,8.278837,80.28509,200.0,9750.58,2,50,asphalt
Unknown,tertiary,33,8.278837,80.28509,8.279941,80.283651,200.0,9817.71,2,50,asphalt
Unknown,tertiary,34,8.279941,80.283651,8.281105,80.282262,200.0,9885.4,2,50,asphalt
Unknown,tertiary,35,8.281105,80.282262,8.282642,80.281359,200.0,9925.8,2,50,asphalt
Unknown,tertiary,36,8.282642,80.281359,8.283953,80.28015,200.0,9933.4,2,50,asphalt
Unknown,tertiary,37,8.283953,80.28015,8.285465,80.279155,200.0,9974.98,2,50,asphalt
Unknown,tertiary,38,8.285465,80.279155,8.287,80.278195,200.0,9991.89,2,50,asphalt
Unknown,tertiary,39,8.287,80.278195,8.288541,80.277244,200.0,10012.15,2,50,asphalt
Unknown,tertiary,40,8.288541,80.277244,8.289482,80.276677,121.28,10029.29,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.355279,80.404997,8.357074,80.405223,200.0,99.98,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,2,8.357074,80.405223,8.35741,80.405222,37.2,218.39,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,1,8.354531,80.442824,8.354673,80.444634,200.0,100.01,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,2,8.354673,80.444634,8.354795,80.446446,200.0,299.94,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,3,8.354795,80.446446,8.35492,80.448258,200.0,499.94,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,4,8.35492,80.448258,8.354987,80.450073,200.0,699.89,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,5,8.354987,80.450073,8.354961,80.45189,200.0,899.56,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,6,8.354961,80.45189,8.354935,80.453706,200.0,1099.17,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,7,8.354935,80.453706,8.354908,80.455522,200.0,1298.9,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,8,8.354908,80.455522,8.35489,80.457338,200.0,1498.73,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,9,8.35489,80.457338,8.35487,80.459154,200.0,1698.55,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,10,8.35487,80.459154,8.354843,80.46097,200.0,1898.45,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,11,8.354843,80.46097,8.354824,80.462787,200.0,2098.35,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,12,8.354824,80.462787,8.354799,80.464603,200.0,2298.29,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,13,8.354799,80.464603,8.354754,80.466419,200.0,2498.17,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,14,8.354754,80.466419,8.354745,80.468235,200.0,2698.09,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,15,8.354745,80.468235,8.354719,80.470051,200.0,2898.07,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,16,8.354719,80.470051,8.354625,80.471864,200.0,2928.85,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,17,8.354625,80.471864,8.354653,80.473668,200.0,2732.3,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,18,8.354653,80.473668,8.354948,80.475456,200.0,2533.32,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,19,8.354948,80.475456,8.355261,80.477242,200.0,2334.0,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,20,8.355261,80.477242,8.355367,80.479055,200.0,2134.43,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,21,8.355367,80.479055,8.355498,80.480867,200.0,1934.68,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,22,8.355498,80.480867,8.355663,80.482665,200.0,1735.61,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,23,8.355663,80.482665,8.356152,80.484413,200.0,1537.18,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,24,8.356152,80.484413,8.356342,80.486214,200.0,1338.94,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,25,8.356342,80.486214,8.356179,80.488019,200.0,1140.78,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,26,8.356179,80.488019,8.355943,80.48982,200.0,948.59,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,27,8.355943,80.48982,8.356166,80.491599,200.0,756.08,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,28,8.356166,80.491599,8.356723,80.493314,200.0,557.05,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,29,8.356723,80.493314,8.357153,80.495075,200.0,359.68,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,30,8.357153,80.495075,8.357476,80.496862,200.0,159.95,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,31,8.357476,80.496862,8.357516,80.497407,60.29,30.07,2,50,asphalt
Kandy Road,trunk,1,8.341455,80.449368,8.339899,80.45028,200.0,1714.82,2,50,asphalt
Kandy Road,trunk,2,8.339899,80.45028,8.338438,80.45135,200.0,1913.13,2,50,asphalt
Kandy Road,trunk,3,8.338438,80.45135,8.337075,80.452543,200.0,2109.63,2,50,asphalt
Kandy Road,trunk,4,8.337075,80.452543,8.335771,80.453801,200.0,2303.5,2,50,asphalt
Kandy Road,trunk,5,8.335771,80.453801,8.33435,80.454923,200.0,2499.32,2,50,asphalt
Kandy Road,trunk,6,8.33435,80.454923,8.33292,80.456035,200.0,2698.01,2,50,asphalt
Kandy Road,trunk,7,8.33292,80.456035,8.331497,80.457156,200.0,2896.67,2,50,asphalt
Kandy Road,trunk,8,8.331497,80.457156,8.33011,80.458322,200.0,2974.18,2,50,asphalt
Kandy Road,trunk,9,8.33011,80.458322,8.32871,80.459472,200.0,2860.15,2,50,asphalt
Kandy Road,trunk,10,8.32871,80.459472,8.3273,80.46061,200.0,2661.44,2,50,asphalt
Kandy Road,trunk,11,8.3273,80.46061,8.325889,80.461746,200.0,2462.6,2,50,asphalt
Kandy Road,trunk,12,8.325889,80.461746,8.324469,80.462871,200.0,2264.09,2,50,asphalt
Kandy Road,trunk,13,8.324469,80.462871,8.323057,80.464007,200.0,2065.68,2,50,asphalt
Kandy Road,trunk,14,8.323057,80.464007,8.321645,80.465141,200.0,1867.78,2,50,asphalt
Kandy Road,trunk,15,8.321645,80.465141,8.320218,80.466258,200.0,1670.2,2,50,asphalt
Kandy Road,trunk,16,8.320218,80.466258,8.318774,80.467344,200.0,1473.09,2,50,asphalt
Kandy Road,trunk,17,8.318774,80.467344,8.316997,80.467669,200.0,1278.54,2,50,asphalt
Kandy Road,trunk,18,8.316997,80.467669,8.315206,80.467925,200.0,1092.57,2,50,asphalt
Kandy Road,trunk,19,8.315206,80.467925,8.313522,80.468536,200.0,908.7,2,50,asphalt
Kandy Road,trunk,20,8.313522,80.468536,8.311993,80.469489,200.0,713.51,2,50,asphalt
Kandy Road,trunk,21,8.311993,80.469489,8.310595,80.470641,200.0,514.18,2,50,asphalt
Kandy Road,trunk,22,8.310595,80.470641,8.309206,80.471804,200.0,314.22,2,50,asphalt
Kandy Road,trunk,23,8.309206,80.471804,8.307818,80.472969,200.0,114.26,2,50,asphalt
Unknown,tertiary,1,8.320413,80.670994,8.31895,80.669926,200.0,17968.76,2,50,asphalt
Unknown,tertiary,2,8.31895,80.669926,8.318324,80.668497,200.0,17881.25,2,50,asphalt
Unknown,tertiary,3,8.318324,80.668497,8.319111,80.66692,200.0,17697.83,2,50,asphalt
Unknown,tertiary,4,8.319111,80.66692,8.320181,80.665516,200.0,17520.56,2,50,asphalt
Unknown,tertiary,5,8.320181,80.665516,8.319967,80.663755,200.0,17331.75,2,50,asphalt
Unknown,tertiary,6,8.319967,80.663755,8.319844,80.661993,200.0,17157.17,2,50,asphalt
Unknown,tertiary,7,8.319844,80.661993,8.320262,80.660226,200.0,16960.61,2,50,asphalt
Unknown,tertiary,8,8.320262,80.660226,8.320889,80.658537,200.0,16761.21,2,50,asphalt
Unknown,tertiary,9,8.320889,80.658537,8.321846,80.657004,200.0,16568.74,2,50,asphalt
Unknown,tertiary,10,8.321846,80.657004,8.32128,80.655291,200.0,16387.94,2,50,asphalt
Unknown,tertiary,11,8.32128,80.655291,8.320652,80.653637,200.0,16231.66,2,50,asphalt
Unknown,tertiary,12,8.320652,80.653637,8.320957,80.651847,200.0,16048.64,2,50,asphalt
Unknown,tertiary,13,8.320957,80.651847,8.321269,80.65006,200.0,15849.35,2,50,asphalt
Unknown,tertiary,14,8.321269,80.65006,8.321306,80.648245,200.0,15652.74,2,50,asphalt
Unknown,tertiary,15,8.321306,80.648245,8.321345,80.646591,200.0,15466.91,2,50,asphalt
Unknown,tertiary,16,8.321345,80.646591,8.322809,80.645526,200.0,15302.52,2,50,asphalt
Unknown,tertiary,17,8.322809,80.645526,8.323794,80.644103,200.0,15138.89,2,50,asphalt
Unknown,tertiary,18,8.323794,80.644103,8.324102,80.642315,200.0,14944.57,2,50,asphalt
Unknown,tertiary,19,8.324102,80.642315,8.323563,80.640598,200.0,14759.23,2,50,asphalt
Unknown,tertiary,20,8.323563,80.640598,8.322997,80.638873,200.0,14594.6,2,50,asphalt
Unknown,tertiary,21,8.322997,80.638873,8.322167,80.637261,200.0,14437.95,2,50,asphalt
Unknown,tertiary,22,8.322167,80.637261,8.321422,80.635607,200.0,14291.54,2,50,asphalt
Unknown,tertiary,23,8.321422,80.635607,8.321048,80.633835,200.0,14129.38,2,50,asphalt
Unknown,tertiary,24,8.321048,80.633835,8.321169,80.632029,200.0,13944.8,2,50,asphalt
Unknown,tertiary,25,8.321169,80.632029,8.32144,80.630233,200.0,13748.08,2,50,asphalt
Unknown,tertiary,26,8.32144,80.630233,8.321826,80.628467,200.0,13550.21,2,50,asphalt
Unknown,tertiary,27,8.321826,80.628467,8.322176,80.626736,200.0,13352.28,2,50,asphalt
Unknown,tertiary,28,8.322176,80.626736,8.322016,80.625063,200.0,13167.86,2,50,asphalt
Unknown,tertiary,29,8.322016,80.625063,8.322704,80.623383,200.0,12987.82,2,50,asphalt
Unknown,tertiary,30,8.322704,80.623383,8.32351,80.621761,200.0,12789.02,2,50,asphalt
Unknown,tertiary,31,8.32351,80.621761,8.324397,80.620178,200.0,12592.81,2,50,asphalt
Unknown,tertiary,32,8.324397,80.620178,8.325341,80.618632,200.0,12397.36,2,50,asphalt
Unknown,tertiary,33,8.325341,80.618632,8.326047,80.616962,200.0,12202.03,2,50,asphalt
Unknown,tertiary,34,8.326047,80.616962,8.326703,80.615269,200.0,12002.62,2,50,asphalt
Unknown,tertiary,35,8.326703,80.615269,8.327373,80.613582,200.0,11803.35,2,50,asphalt
Unknown,tertiary,36,8.327373,80.613582,8.328092,80.611916,200.0,11604.21,2,50,asphalt
Unknown,tertiary,37,8.328092,80.611916,8.328782,80.610237,200.0,11405.43,2,50,asphalt
Unknown,tertiary,38,8.328782,80.610237,8.329364,80.608519,200.0,11205.91,2,50,asphalt
Unknown,tertiary,39,8.329364,80.608519,8.330253,80.606938,200.0,11008.06,2,50,asphalt
Unknown,tertiary,40,8.330253,80.606938,8.331267,80.605436,200.0,10815.23,2,50,asphalt
Unknown,tertiary,41,8.331267,80.605436,8.331666,80.603703,200.0,10622.5,2,50,asphalt
Unknown,tertiary,42,8.331666,80.603703,8.331202,80.601961,200.0,10437.1,2,50,asphalt
Unknown,tertiary,43,8.331202,80.601961,8.330624,80.600247,200.0,10277.89,2,50,asphalt
Unknown,tertiary,44,8.330624,80.600247,8.330271,80.598469,200.0,10108.98,2,50,asphalt
Unknown,tertiary,45,8.330271,80.598469,8.329943,80.596686,200.0,9932.25,2,50,asphalt
Unknown,tertiary,46,8.329943,80.596686,8.329545,80.594917,200.0,9759.6,2,50,asphalt
Unknown,tertiary,47,8.329545,80.594917,8.329128,80.59315,200.0,9592.6,2,50,asphalt
Unknown,tertiary,48,8.329128,80.59315,8.328565,80.591444,200.0,9426.0,2,50,asphalt
Unknown,tertiary,49,8.328565,80.591444,8.328036,80.589759,200.0,9284.51,2,50,asphalt
Unknown,tertiary,50,8.328036,80.589759,8.328433,80.587993,200.0,9103.91,2,50,asphalt
Unknown,tertiary,51,8.328433,80.587993,8.328624,80.586203,200.0,8910.4,2,50,asphalt
Unknown,tertiary,52,8.328624,80.586203,8.329565,80.584688,200.0,8714.8,2,50,asphalt
Unknown,tertiary,53,8.329565,80.584688,8.331358,80.584485,200.0,8572.79,2,50,asphalt
Unknown,tertiary,54,8.331358,80.584485,8.332996,80.584039,200.0,8480.99,2,50,asphalt
Unknown,tertiary,55,8.332996,80.584039,8.332307,80.582478,200.0,8342.79,2,50,asphalt
Unknown,tertiary,56,8.332307,80.582478,8.331413,80.580928,200.0,8226.02,2,50,asphalt
Unknown,tertiary,57,8.331413,80.580928,8.331419,80.579168,200.0,8066.34,2,50,asphalt
Unknown,tertiary,58,8.331419,80.579168,8.332417,80.577738,200.0,7883.32,2,50,asphalt
Unknown,tertiary,59,8.332417,80.577738,8.333923,80.576733,200.0,7710.14,2,50,asphalt
Unknown,tertiary,60,8.333923,80.576733,8.334738,80.575246,200.0,7540.04,2,50,asphalt
Unknown,tertiary,61,8.334738,80.575246,8.335882,80.573982,200.0,7350.6,2,50,asphalt
Unknown,tertiary,62,8.335882,80.573982,8.337288,80.572851,200.0,7186.69,2,50,asphalt
Unknown,tertiary,63,8.337288,80.572851,8.338727,80.571753,200.0,7015.66,2,50,asphalt
Unknown,tertiary,64,8.338727,80.571753,8.339911,80.570398,200.0,6845.1,2,50,asphalt
Unknown,tertiary,65,8.339911,80.570398,8.341034,80.568975,200.0,6658.59,2,50,asphalt
Unknown,tertiary,66,8.341034,80.568975,8.342032,80.567481,200.0,6471.31,2,50,asphalt
Unknown,tertiary,67,8.342032,80.567481,8.342234,80.565679,200.0,6276.76,2,50,asphalt
Unknown,tertiary,68,8.342234,80.565679,8.342162,80.563868,200.0,6086.02,2,50,asphalt
Unknown,tertiary,69,8.342162,80.563868,8.342439,80.562076,200.0,5892.43,2,50,asphalt
Unknown,tertiary,70,8.342439,80.562076,8.342783,80.560293,200.0,5694.5,2,50,asphalt
Unknown,tertiary,71,8.342783,80.560293,8.342398,80.558571,200.0,5507.04,2,50,asphalt
Unknown,tertiary,72,8.342398,80.558571,8.343314,80.557322,200.0,5343.01,2,50,asphalt
Unknown,tertiary,73,8.343314,80.557322,8.345102,80.557157,200.0,5222.82,2,50,asphalt
Unknown,tertiary,74,8.345102,80.557157,8.346878,80.557046,200.0,5150.0,2,50,asphalt
Unknown,tertiary,75,8.346878,80.557046,8.348687,80.557016,200.0,5099.37,2,50,asphalt
Unknown,tertiary,76,8.348687,80.557016,8.350481,80.556883,200.0,5052.38,2,50,asphalt
Unknown,tertiary,77,8.350481,80.556883,8.352283,80.556787,200.0,4997.02,2,50,asphalt
Unknown,tertiary,78,8.352283,80.556787,8.354091,80.556734,200.0,4964.61,2,50,asphalt
Unknown,tertiary,79,8.354091,80.556734,8.355797,80.556277,200.0,4926.96,2,50,asphalt
Unknown,tertiary,80,8.355797,80.556277,8.357385,80.555496,200.0,4845.1,2,50,asphalt
Unknown,tertiary,81,8.357385,80.555496,8.358914,80.554538,200.0,4733.62,2,50,asphalt
